student_id,academic_year,programme_year,survey_responded,is_repeat_year,career_clarity,career_confidence,belonging_peers,belonging_programme,academic_self_efficacy,support_satisfaction
411,1046-47,1,True,False,2.535,3.428,3.685,2.844,3.404,3.609
412,1046-47,1,False,False,,,,,,
413,1046-47,1,True,False,2.9,3.541,3.024,3.238,4.007,4.292
414,1046-47,1,False,False,,,,,,
415,1046-47,1,True,False,3.495,2.325,3.667,2.849,3.095,3.174
416,1046-47,1,True,False,2.758,3.199,3.444,2.994,3.622,3.522
417,1046-47,1,True,False,3.217,3.245,4.277,3.085,2.951,3.645
418,1046-47,1,False,False,,,,,,
419,1046-47,1,True,False,2.938,3.269,2.775,2.942,3.636,3.779
420,1046-47,1,True,False,2.392,2.366,2.671,2.649,3.083,2.729
421,1046-47,1,True,False,2.575,2.692,3.858,3.594,3.086,3.143
422,1046-47,1,True,False,3.17,3.26,2.815,3.193,2.899,3.473
423,1046-47,1,True,False,2.749,3.483,2.791,3.231,3.101,2.998
424,1046-47,1,True,False,2.857,3.116,3.788,3.236,3.399,2.788
425,1046-47,1,True,False,2.698,3.347,4.048,3.115,2.316,2.827
426,1046-47,1,True,False,3.157,3.05,3.494,3.284,3.891,3.719
427,1046-47,1,True,False,3.168,3.359,3.009,2.892,3.808,3.146
428,1046-47,1,False,False,,,,,,
429,1046-47,1,True,False,2.773,2.982,3.766,3.413,2.803,3.121
430,1046-47,1,False,False,,,,,,
431,1046-47,1,True,False,3.21,2.945,2.377,3.854,3.456,3.0
432,1046-47,1,True,False,3.268,2.699,3.741,3.499,3.449,3.372
433,1046-47,1,True,False,3.35,2.681,2.504,3.399,3.561,3.463
434,1046-47,1,True,False,2.802,3.19,3.318,3.141,2.819,4.106
435,1046-47,1,True,False,3.07,2.308,3.255,3.125,2.791,3.632
436,1046-47,1,True,False,2.268,3.296,3.711,3.733,3.638,3.376
437,1046-47,1,False,False,,,,,,
438,1046-47,1,True,False,3.305,2.579,3.383,3.478,2.521,3.482
439,1046-47,1,True,False,3.156,3.448,3.415,3.312,3.583,2.99
440,1046-47,1,True,False,3.515,3.552,2.688,3.472,3.53,3.48
441,1046-47,1,False,False,,,,,,
442,1046-47,1,True,False,2.962,3.427,3.393,3.519,3.241,4.407
443,1046-47,1,True,False,3.248,2.435,2.875,3.699,2.992,2.234
444,1046-47,1,True,False,2.72,3.404,3.196,3.313,3.636,2.721
445,1046-47,1,True,False,2.781,3.139,2.814,2.679,3.789,3.207
446,1046-47,1,True,False,2.167,2.579,3.244,3.619,2.541,3.839
447,1046-47,1,True,False,2.695,3.472,3.24,2.934,3.444,3.973
448,1046-47,1,True,False,2.683,2.954,3.2,2.769,3.187,3.378
449,1046-47,1,False,False,,,,,,
450,1046-47,1,False,False,,,,,,
451,1046-47,1,True,False,3.32,2.782,3.214,3.565,3.203,3.557
452,1046-47,1,True,False,2.596,2.6,3.825,3.183,3.993,3.07
453,1046-47,1,True,False,3.771,2.564,2.5,3.774,3.312,3.41
454,1046-47,1,False,False,,,,,,
455,1046-47,1,True,False,2.649,2.919,3.382,2.799,3.127,3.159
456,1046-47,1,True,False,2.757,2.946,3.099,3.15,3.109,2.982
457,1046-47,1,True,False,3.472,2.807,3.467,3.177,3.438,4.113
458,1046-47,1,True,False,2.295,3.074,3.774,3.192,3.543,2.836
459,1046-47,1,True,False,2.89,2.226,3.167,3.778,2.171,2.536
460,1046-47,1,True,False,2.924,2.818,3.77,3.592,3.652,3.445
461,1046-47,1,True,False,2.571,3.172,2.849,3.628,3.943,3.498
462,1046-47,1,True,False,3.153,2.011,3.245,3.078,3.575,3.617
463,1046-47,1,True,False,2.569,2.919,3.248,3.267,2.946,3.581
464,1046-47,1,True,False,3.006,3.396,2.588,3.353,3.19,3.14
465,1046-47,1,False,False,,,,,,
466,1046-47,1,True,False,3.688,2.601,2.568,2.515,3.982,2.914
467,1046-47,1,True,False,2.702,2.513,3.175,4.253,3.53,2.889
468,1046-47,1,True,False,2.774,2.443,3.47,3.526,3.803,2.93
469,1046-47,1,True,False,3.19,3.064,3.056,2.566,3.249,3.55
470,1046-47,1,True,False,3.25,3.143,3.498,3.547,2.917,2.546
471,1046-47,1,True,False,3.389,2.888,2.854,2.403,3.832,3.42
472,1046-47,1,True,False,3.345,3.209,3.058,3.09,3.333,4.551
473,1046-47,1,True,False,2.684,3.009,2.945,3.951,3.149,3.56
474,1046-47,1,True,False,3.04,2.939,3.286,3.259,3.297,3.239
475,1046-47,1,True,False,2.839,2.602,3.042,3.689,3.551,3.553
476,1046-47,1,True,False,3.313,2.887,2.966,3.457,3.916,2.857
477,1046-47,1,False,False,,,,,,
478,1046-47,1,True,False,3.486,2.212,3.484,2.822,3.051,3.337
479,1046-47,1,True,False,2.819,3.008,2.928,2.558,3.639,3.521
480,1046-47,1,True,False,2.273,2.917,3.622,2.939,3.343,3.316
481,1046-47,1,False,False,,,,,,
482,1046-47,1,True,False,2.271,3.726,2.914,3.673,3.194,2.71
483,1046-47,1,True,False,2.844,3.075,3.372,3.758,3.381,3.252
484,1046-47,1,False,False,,,,,,
485,1046-47,1,True,False,3.163,2.674,2.895,3.086,3.002,3.526
486,1046-47,1,True,False,2.858,3.413,3.873,3.423,3.022,4.169
487,1046-47,1,True,False,3.105,2.942,2.768,2.536,3.804,2.987
488,1046-47,1,True,False,2.51,2.451,3.456,3.863,3.503,3.665
489,1046-47,1,True,False,2.86,2.721,2.288,3.093,2.806,2.671
490,1046-47,1,True,False,2.793,3.223,3.253,3.489,3.573,3.855
491,1046-47,1,False,False,,,,,,
492,1046-47,1,True,False,3.292,3.162,2.917,2.943,3.324,3.494
493,1046-47,1,True,False,2.715,2.716,2.764,3.639,3.461,2.895
494,1046-47,1,True,False,2.756,2.459,3.593,2.97,2.927,3.262
495,1046-47,1,False,False,,,,,,
496,1046-47,1,True,False,2.421,3.031,3.167,4.116,3.223,2.471
497,1046-47,1,True,False,3.679,3.55,3.951,2.811,3.629,3.078
498,1046-47,1,True,False,2.505,2.724,2.99,3.62,3.648,3.438
499,1046-47,1,True,False,2.972,2.82,3.43,3.553,3.942,2.979
500,1046-47,1,True,False,2.315,3.431,3.064,2.924,4.176,3.948
501,1046-47,1,True,False,2.68,2.736,3.41,3.959,3.602,3.721
502,1046-47,1,False,False,,,,,,
503,1046-47,1,True,False,3.151,2.784,2.319,2.474,2.573,3.43
504,1046-47,1,True,False,2.913,3.532,2.783,3.279,3.456,2.968
505,1046-47,1,True,False,2.503,3.557,2.784,3.869,3.424,3.565
506,1046-47,1,True,False,2.869,2.675,3.367,3.447,2.996,3.393
507,1046-47,1,False,False,,,,,,
508,1046-47,1,True,False,2.902,3.474,3.083,3.265,2.92,3.015
509,1046-47,1,True,False,3.446,2.969,3.889,3.592,3.669,3.319
510,1046-47,1,True,False,2.768,2.669,2.702,4.119,3.593,3.176
511,1046-47,1,False,False,,,,,,
512,1046-47,1,True,False,3.563,2.333,3.177,3.098,2.356,3.786
513,1046-47,1,True,False,3.216,3.783,3.016,2.989,3.452,3.684
514,1046-47,1,True,False,2.774,3.365,3.379,2.409,3.178,4.065
515,1046-47,1,True,False,2.697,2.905,3.217,3.506,2.828,3.02
516,1046-47,1,True,False,2.764,2.999,2.816,3.451,3.506,3.387
517,1046-47,1,True,False,2.926,2.667,3.221,3.754,3.072,2.878
518,1046-47,1,True,False,2.883,2.682,3.47,3.485,3.651,3.948
519,1046-47,1,True,False,2.741,2.752,3.071,2.921,2.777,3.003
520,1046-47,1,False,False,,,,,,
521,1046-47,1,True,False,2.82,3.343,3.35,4.259,3.289,3.304
522,1046-47,1,True,False,3.085,3.147,4.054,2.885,3.572,3.459
523,1046-47,1,True,False,3.261,3.435,2.875,3.215,2.813,2.709
524,1046-47,1,True,False,2.876,2.651,3.27,2.969,3.16,3.692
525,1046-47,1,False,False,,,,,,
526,1046-47,1,False,False,,,,,,
527,1046-47,1,True,False,3.294,3.388,2.965,3.606,2.833,4.091
528,1046-47,1,True,False,3.493,2.799,3.945,3.376,3.222,3.065
529,1046-47,1,False,False,,,,,,
530,1046-47,1,True,False,2.904,2.944,3.541,3.291,2.74,3.044
531,1046-47,1,True,False,3.344,3.484,3.576,3.379,3.626,2.999
532,1046-47,1,True,False,2.651,2.503,3.339,3.28,3.396,3.337
533,1046-47,1,True,False,3.175,2.965,3.308,2.853,3.533,3.528
534,1046-47,1,True,False,2.999,2.762,2.99,2.751,3.998,3.836
535,1046-47,1,True,False,3.596,2.84,4.408,3.104,3.554,3.18
536,1046-47,1,True,False,3.087,2.755,4.019,3.404,3.214,2.762
537,1046-47,1,True,False,2.812,2.646,3.02,4.4,3.104,2.532
538,1046-47,1,True,False,2.975,3.185,3.479,3.528,3.228,3.443
539,1046-47,1,True,False,2.838,2.734,2.673,3.574,3.851,3.791
540,1046-47,1,False,False,,,,,,
541,1046-47,1,True,False,2.362,3.281,3.242,3.422,3.685,2.903
542,1046-47,1,True,False,2.815,3.262,3.337,2.514,3.209,2.961
543,1046-47,1,True,False,2.313,2.292,2.975,3.338,2.699,3.096
544,1046-47,1,False,False,,,,,,
545,1046-47,1,True,False,2.996,3.427,2.899,2.837,3.964,3.149
546,1046-47,1,True,False,3.208,2.938,3.307,3.243,3.936,3.068
547,1046-47,1,True,False,3.039,3.307,2.666,3.483,3.746,2.714
548,1046-47,1,True,False,3.886,3.454,3.673,3.136,3.018,2.514
549,1046-47,1,True,False,2.75,2.637,3.2,3.471,2.902,3.07
550,1046-47,1,True,False,2.622,3.303,3.01,3.422,3.844,3.589
551,1046-47,1,True,False,2.683,3.476,2.654,3.099,3.518,3.301
552,1046-47,1,True,False,2.701,2.524,3.507,3.232,3.642,3.332
553,1046-47,1,True,False,3.413,2.946,3.238,2.842,4.175,2.923
554,1046-47,1,True,False,2.966,2.546,3.422,3.935,3.389,3.604
555,1046-47,1,True,False,2.938,2.842,2.926,3.686,3.174,3.331
556,1046-47,1,True,False,2.198,2.473,3.728,2.499,2.99,3.254
557,1046-47,1,True,False,3.382,2.917,3.629,2.811,3.963,2.714
558,1046-47,1,True,False,2.66,2.442,3.24,3.438,2.654,3.43
559,1046-47,1,True,False,3.144,3.082,3.223,3.071,2.962,3.382
560,1046-47,1,True,False,3.391,3.404,4.332,3.303,3.753,3.628
561,1046-47,1,True,False,2.888,2.866,3.378,3.049,3.644,3.814
562,1046-47,1,False,False,,,,,,
563,1046-47,1,True,False,2.706,3.338,3.539,2.587,3.116,3.2
564,1046-47,1,True,False,3.259,3.04,3.508,3.3,3.305,3.313
565,1046-47,1,True,False,2.917,2.269,3.1,3.282,2.944,3.204
566,1046-47,1,True,False,2.557,2.364,3.075,3.52,4.09,3.792
567,1046-47,1,True,False,2.753,2.924,3.414,3.559,3.161,3.47
568,1046-47,1,False,False,,,,,,
569,1046-47,1,False,False,,,,,,
570,1046-47,1,True,False,2.904,2.079,2.894,2.933,3.183,3.417
571,1046-47,1,True,False,2.12,2.986,2.871,3.437,2.907,3.316
572,1046-47,1,True,False,3.122,3.059,3.061,2.548,3.08,3.095
573,1046-47,1,True,False,2.68,3.111,3.147,2.873,2.97,3.386
574,1046-47,1,True,False,3.589,2.697,3.187,3.387,3.072,3.023
575,1046-47,1,True,False,2.806,2.609,2.522,2.894,2.893,3.661
576,1046-47,1,True,False,2.576,2.802,2.599,3.145,3.692,3.814
577,1046-47,1,True,False,3.493,2.595,2.565,3.348,4.21,3.497
578,1046-47,1,True,False,2.438,2.964,2.246,2.315,3.145,2.863
579,1046-47,1,True,False,3.015,3.033,3.59,3.267,4.033,3.392
580,1046-47,1,True,False,3.379,2.664,4.293,3.318,3.719,3.607
581,1046-47,1,False,False,,,,,,
582,1046-47,1,True,False,2.36,3.413,3.099,3.279,3.037,3.634
583,1046-47,1,True,False,2.916,2.781,3.936,3.959,3.136,3.076
584,1046-47,1,True,False,3.285,2.782,3.108,3.668,3.369,3.416
585,1046-47,1,True,False,3.042,3.475,3.629,3.925,2.523,3.295
586,1046-47,1,True,False,2.987,3.337,3.162,2.557,2.979,2.571
587,1046-47,1,True,False,3.607,3.361,2.534,3.86,3.52,2.449
588,1046-47,1,True,False,3.435,3.244,2.581,3.349,2.823,3.206
589,1046-47,1,True,False,3.087,2.906,3.497,3.531,4.064,3.724
590,1046-47,1,True,False,3.349,3.185,3.113,2.982,3.161,2.874
591,1046-47,1,True,False,3.124,3.543,3.17,3.588,3.818,3.146
592,1046-47,1,True,False,2.835,3.383,3.419,2.689,2.924,3.827
593,1046-47,1,True,False,3.167,3.201,2.789,3.408,2.952,2.99
594,1046-47,1,False,False,,,,,,
595,1046-47,1,False,False,,,,,,
596,1046-47,1,False,False,,,,,,
597,1046-47,1,False,False,,,,,,
598,1046-47,1,True,False,3.071,2.894,3.257,3.515,3.29,3.425
599,1046-47,1,True,False,2.345,2.577,3.889,3.416,2.913,2.609
600,1046-47,1,False,False,,,,,,
601,1046-47,1,True,False,3.019,3.541,3.212,3.26,3.142,3.686
602,1046-47,1,True,False,3.243,2.656,3.384,3.454,3.256,3.638
603,1046-47,1,True,False,2.625,3.414,3.772,3.048,3.437,3.153
604,1046-47,1,True,False,3.28,2.322,3.634,3.162,3.174,3.574
605,1046-47,1,True,False,2.77,3.31,3.129,2.581,3.521,3.893
606,1046-47,1,False,False,,,,,,
607,1046-47,1,True,False,2.582,3.17,3.581,3.53,3.885,3.569
608,1046-47,1,True,False,2.845,2.648,2.616,3.511,3.163,3.64
609,1046-47,1,True,False,3.236,3.729,3.13,3.074,3.664,4.21
610,1046-47,1,True,False,3.041,2.69,3.048,3.247,3.632,4.131
611,1046-47,1,True,False,2.947,3.951,2.976,2.919,2.982,3.973
612,1046-47,1,True,False,3.779,2.446,3.785,3.23,3.848,2.634
613,1046-47,1,True,False,3.339,3.05,3.342,2.778,3.383,3.095
614,1046-47,1,True,False,3.114,2.419,3.47,3.601,3.38,3.473
615,1046-47,1,True,False,3.025,2.69,2.88,3.655,3.182,4.318
616,1046-47,1,True,False,2.712,3.465,3.404,3.443,3.969,3.031
617,1046-47,1,True,False,2.82,2.428,3.239,3.879,3.654,2.894
618,1046-47,1,True,False,3.679,3.065,2.857,3.007,3.108,3.968
619,1046-47,1,True,False,3.424,2.963,3.774,3.305,3.811,3.716
620,1046-47,1,True,False,3.064,2.861,3.97,2.841,3.326,3.273
621,1046-47,1,True,False,2.873,3.133,3.072,2.507,3.506,2.866
622,1046-47,1,True,False,2.978,3.101,3.454,3.47,2.518,2.766
623,1046-47,1,True,False,2.636,3.216,2.921,3.228,3.359,3.631
624,1046-47,1,True,False,2.718,2.507,3.379,2.787,3.565,4.49
625,1046-47,1,True,False,3.222,2.941,2.409,2.656,3.958,3.014
626,1046-47,1,True,False,2.997,2.684,2.678,3.149,3.148,2.894
627,1046-47,1,True,False,3.115,2.851,3.246,3.557,3.215,3.319
628,1046-47,1,True,False,3.17,2.884,3.267,2.922,3.234,3.709
629,1046-47,1,True,False,3.223,3.162,3.105,3.365,3.729,3.611
630,1046-47,1,True,False,3.449,3.043,3.465,3.325,3.005,2.747
631,1046-47,1,True,False,3.79,2.663,3.346,3.14,2.647,3.845
632,1046-47,1,True,False,2.694,2.304,2.943,2.563,3.549,4.54
633,1046-47,1,True,False,2.497,3.395,2.824,3.635,3.507,3.046
634,1046-47,1,True,False,3.336,2.991,2.867,2.987,2.965,3.344
635,1046-47,1,True,False,2.765,3.186,3.328,3.443,3.228,3.898
636,1046-47,1,True,False,3.148,3.317,3.414,2.938,3.098,3.459
637,1046-47,1,True,False,3.478,2.769,2.76,3.307,3.566,2.491
638,1046-47,1,True,False,2.362,2.68,3.701,3.891,2.865,3.208
639,1046-47,1,True,False,3.492,2.696,3.097,3.907,2.742,3.473
640,1046-47,1,True,False,2.772,2.251,2.924,3.682,3.161,3.324
641,1046-47,1,True,False,2.819,3.002,3.655,2.212,3.231,3.489
642,1046-47,1,True,False,3.127,3.079,3.082,2.993,3.175,3.916
643,1046-47,1,True,False,2.887,2.973,3.843,3.098,3.791,3.828
644,1046-47,1,True,False,2.882,2.84,3.124,3.568,3.19,3.364
645,1046-47,1,True,False,2.745,3.834,3.082,2.843,3.961,3.362
646,1046-47,1,False,False,,,,,,
647,1046-47,1,True,False,2.967,3.019,2.514,3.032,3.673,4.16
648,1046-47,1,True,False,2.16,2.944,4.307,3.558,3.151,3.535
649,1046-47,1,True,False,2.504,2.856,3.21,2.425,2.799,3.083
650,1046-47,1,True,False,3.143,2.579,3.463,2.704,4.008,2.46
651,1046-47,1,False,False,,,,,,
652,1046-47,1,False,False,,,,,,
653,1046-47,1,True,False,3.157,3.244,3.122,2.704,3.428,2.768
654,1046-47,1,True,False,3.072,2.538,3.32,2.671,3.517,3.025
655,1046-47,1,True,False,2.939,3.258,3.071,3.396,3.163,3.32
656,1046-47,1,True,False,2.709,2.538,2.663,2.292,2.782,3.537
657,1046-47,1,True,False,2.614,3.719,2.799,3.182,3.661,3.45
658,1046-47,1,True,False,2.851,2.366,4.237,2.62,3.014,2.817
659,1046-47,1,True,False,3.395,3.77,3.103,2.765,2.32,3.229
660,1046-47,1,True,False,2.837,3.143,3.238,3.209,3.443,2.814
661,1046-47,1,True,False,3.087,3.394,3.454,2.569,3.107,2.987
662,1046-47,1,True,False,3.361,3.219,3.573,3.292,3.248,3.754
663,1046-47,1,False,False,,,,,,
664,1046-47,1,True,False,3.359,2.882,3.163,2.949,3.471,3.961
665,1046-47,1,True,False,3.535,2.388,3.064,3.071,3.313,4.365
666,1046-47,1,True,False,2.918,3.07,2.327,2.824,3.776,2.932
667,1046-47,1,True,False,3.471,3.482,3.352,2.963,3.475,2.99
668,1046-47,1,False,False,,,,,,
669,1046-47,1,True,False,2.883,2.737,2.482,3.195,3.526,3.95
670,1046-47,1,False,False,,,,,,
671,1046-47,1,True,False,3.136,2.938,3.491,3.503,3.725,3.263
672,1046-47,1,True,False,2.472,2.668,2.941,2.74,3.022,3.642
673,1046-47,1,True,False,3.125,2.664,3.023,2.869,3.52,3.057
674,1046-47,1,True,False,2.86,2.718,2.741,3.343,3.41,3.418
675,1046-47,1,True,False,3.432,2.824,3.134,3.449,2.552,3.682
676,1046-47,1,False,False,,,,,,
677,1046-47,1,True,False,3.229,3.591,3.313,3.2,3.826,3.854
678,1046-47,1,True,False,2.959,3.025,3.397,2.709,2.721,3.006
679,1046-47,1,True,False,2.652,3.1,3.276,3.422,2.69,3.123
680,1046-47,1,True,False,3.027,2.565,3.39,4.205,2.807,2.869
681,1046-47,1,True,False,3.069,2.983,3.168,2.603,2.95,3.318
682,1046-47,1,True,False,2.873,3.009,3.089,3.42,3.175,3.176
683,1046-47,1,True,False,3.19,3.121,3.497,3.436,3.421,2.971
684,1046-47,1,False,False,,,,,,
685,1046-47,1,True,False,2.693,2.702,3.372,3.465,2.998,3.41
686,1046-47,1,True,False,2.241,2.94,3.058,3.057,4.059,2.784
687,1046-47,1,True,False,1.93,2.676,3.214,3.168,3.765,3.768
688,1046-47,1,True,False,2.86,3.349,3.155,2.836,2.931,3.153
689,1046-47,1,True,False,3.807,3.031,2.889,2.721,3.598,2.448
690,1046-47,1,True,False,3.217,3.084,3.126,3.44,3.139,2.921
691,1046-47,1,True,False,2.998,3.393,2.117,3.595,4.134,3.329
692,1046-47,1,True,False,3.175,2.755,3.459,2.917,3.191,3.812
693,1046-47,1,True,False,2.814,2.805,2.866,3.417,3.233,3.496
694,1046-47,1,True,False,3.01,3.394,3.038,3.074,2.9,3.524
695,1046-47,1,True,False,3.155,3.007,2.696,2.874,3.916,3.296
696,1046-47,1,True,False,3.2,3.042,4.493,3.226,3.454,3.958
697,1046-47,1,True,False,3.035,3.7,3.168,2.521,3.442,4.048
698,1046-47,1,True,False,2.594,2.647,3.028,3.397,3.63,3.626
699,1046-47,1,True,False,2.474,2.476,3.407,2.656,3.196,3.495
700,1046-47,1,True,False,2.605,2.93,3.466,3.689,3.33,3.336
701,1046-47,1,False,False,,,,,,
702,1046-47,1,True,False,2.708,2.595,3.054,3.422,3.728,2.469
703,1046-47,1,True,False,3.48,3.086,2.55,4.059,3.603,3.449
704,1046-47,1,True,False,2.895,2.769,4.001,3.554,3.86,3.583
705,1046-47,1,True,False,3.502,2.76,3.28,2.511,2.896,3.508
706,1046-47,1,True,False,2.204,3.09,4.194,3.902,3.021,3.357
707,1046-47,1,True,False,3.263,2.75,3.264,3.371,3.269,3.192
708,1046-47,1,True,False,2.854,3.319,3.852,3.56,3.671,3.204
709,1046-47,1,False,False,,,,,,
710,1046-47,1,True,False,4.214,2.652,2.855,3.299,3.582,4.092
711,1046-47,1,False,False,,,,,,
712,1046-47,1,False,False,,,,,,
713,1046-47,1,True,False,3.194,2.611,3.779,3.707,3.725,3.468
714,1046-47,1,True,False,2.897,3.149,3.294,2.943,3.258,3.093
715,1046-47,1,True,False,2.922,3.007,3.47,3.019,3.893,3.176
716,1046-47,1,True,False,3.074,2.263,2.951,3.66,2.659,3.92
717,1046-47,1,True,False,2.823,3.055,3.68,3.045,3.641,2.975
718,1046-47,1,True,False,2.675,3.075,3.727,3.191,2.697,2.804
719,1046-47,1,True,False,3.713,3.206,2.962,3.424,3.241,3.142
720,1046-47,1,True,False,3.522,2.141,3.489,2.984,3.285,4.001
721,1046-47,1,True,False,2.819,3.011,3.304,2.962,2.876,2.821
722,1046-47,1,True,False,2.897,3.029,3.185,3.026,3.663,3.229
723,1046-47,1,True,False,3.262,2.626,3.129,3.371,3.119,3.487
724,1046-47,1,True,False,3.202,2.252,3.232,3.117,3.475,3.305
725,1046-47,1,True,False,3.006,3.239,2.955,2.792,4.447,2.905
726,1046-47,1,True,False,2.44,3.005,2.837,3.033,3.935,3.588
727,1046-47,1,False,False,,,,,,
728,1046-47,1,True,False,3.635,2.575,3.791,3.589,3.352,2.704
729,1046-47,1,True,False,2.919,3.094,2.96,2.244,4.003,3.229
730,1046-47,1,True,False,2.698,3.02,2.895,2.35,3.012,3.359
731,1046-47,1,True,False,2.598,3.031,2.63,2.805,2.964,3.488
732,1046-47,1,True,False,2.741,3.582,3.459,3.453,3.244,3.056
733,1046-47,1,False,False,,,,,,
734,1046-47,1,True,False,3.072,2.853,3.232,3.582,2.551,3.059
735,1046-47,1,True,False,3.658,3.344,2.232,2.508,3.543,3.113
736,1046-47,1,True,False,3.713,3.142,3.289,2.822,3.535,3.127
737,1046-47,1,True,False,3.212,2.428,3.823,3.258,4.058,2.856
738,1046-47,1,True,False,2.412,2.906,3.333,3.121,2.992,2.763
739,1046-47,1,True,False,2.802,2.725,3.793,3.141,4.015,3.098
740,1046-47,1,True,False,3.009,2.435,3.763,3.138,3.839,3.043
741,1046-47,1,True,False,2.751,3.487,3.238,3.26,4.05,3.843
742,1046-47,1,True,False,2.603,2.857,2.672,3.365,3.656,2.672
743,1046-47,1,True,False,2.419,2.923,2.557,3.43,3.709,4.181
744,1046-47,1,True,False,2.914,3.348,2.567,2.741,3.7,2.363
745,1046-47,1,True,False,2.473,2.865,2.944,3.545,3.217,4.126
746,1046-47,1,True,False,2.758,2.94,2.671,3.371,3.666,4.379
747,1046-47,1,True,False,2.99,2.882,3.181,3.249,3.591,3.799
748,1046-47,1,True,False,3.278,3.121,3.263,3.142,4.081,3.092
749,1046-47,1,True,False,2.749,3.636,3.45,2.824,3.737,3.416
750,1046-47,1,False,False,,,,,,
751,1046-47,1,False,False,,,,,,
752,1046-47,1,True,False,2.985,2.894,3.484,3.403,3.142,3.07
753,1046-47,1,True,False,2.541,3.059,3.122,3.953,3.187,3.075
754,1046-47,1,True,False,3.188,2.594,2.911,2.241,3.499,2.967
755,1046-47,1,True,False,3.445,2.608,3.373,2.774,4.114,3.645
756,1046-47,1,True,False,2.78,3.313,3.007,3.044,4.041,2.974
757,1046-47,1,True,False,3.2,3.149,3.311,3.259,2.946,3.005
758,1046-47,1,True,False,2.756,2.831,3.791,2.9,3.248,3.421
759,1046-47,1,True,False,3.499,3.316,3.297,3.899,3.085,3.337
760,1046-47,1,True,False,2.638,3.063,2.74,3.459,3.864,3.491
761,1046-47,1,True,False,2.583,3.119,3.249,2.163,3.653,3.438
762,1046-47,1,True,False,3.223,2.638,3.011,3.43,3.82,4.179
763,1046-47,1,True,False,3.029,3.144,2.837,3.597,3.115,3.512
764,1046-47,1,True,False,3.231,3.097,1.892,3.192,3.835,3.519
765,1046-47,1,True,False,3.467,3.001,3.405,3.648,2.994,2.69
766,1046-47,1,True,False,2.72,3.154,3.141,3.603,3.563,4.013
767,1046-47,1,True,False,3.221,3.235,3.676,2.393,3.118,3.699
768,1046-47,1,True,False,3.075,2.889,3.452,3.497,3.373,3.532
769,1046-47,1,True,False,3.754,3.352,3.137,3.098,3.781,3.268
770,1046-47,1,True,False,2.641,3.465,2.707,2.99,3.591,4.251
771,1046-47,1,True,False,2.813,2.853,3.74,1.951,2.798,4.416
772,1046-47,1,True,False,2.43,2.803,3.348,3.66,3.839,3.627
773,1046-47,1,True,False,3.251,2.731,2.821,2.53,2.735,3.004
774,1046-47,1,True,False,3.012,2.483,2.07,2.91,2.949,3.088
775,1046-47,1,False,False,,,,,,
776,1046-47,1,True,False,3.174,2.859,3.303,2.986,3.349,2.987
777,1046-47,1,True,False,2.732,2.484,3.709,3.483,3.186,3.385
778,1046-47,1,True,False,2.555,2.883,3.095,2.965,2.593,3.03
779,1046-47,1,True,False,2.838,3.963,3.449,3.617,3.735,4.015
780,1046-47,1,True,False,2.096,2.837,3.42,3.257,3.316,3.679
781,1046-47,1,True,False,3.236,2.628,2.791,3.875,3.295,3.085
782,1046-47,1,True,False,2.885,2.864,2.541,2.454,3.542,2.999
783,1046-47,1,True,False,3.054,3.044,2.895,3.144,3.53,3.546
784,1046-47,1,True,False,3.403,3.028,3.434,2.921,2.939,3.447
785,1046-47,1,True,False,3.135,3.081,3.111,2.927,3.575,3.462
786,1046-47,1,False,False,,,,,,
787,1046-47,1,True,False,2.543,2.648,3.898,3.591,3.078,3.524
788,1046-47,1,True,False,2.03,2.673,3.184,3.062,3.003,3.623
789,1046-47,1,True,False,2.521,3.005,3.204,3.273,3.033,4.356
790,1046-47,1,True,False,2.856,2.991,2.876,3.549,3.703,3.214
791,1046-47,1,True,False,3.012,3.014,3.085,3.041,3.659,3.69
792,1046-47,1,True,False,2.487,2.242,3.671,3.424,3.333,2.54
793,1046-47,1,True,False,2.854,3.126,3.437,2.7,3.398,3.4
794,1046-47,1,True,False,2.989,3.446,3.749,3.413,2.93,3.897
795,1046-47,1,True,False,3.403,2.912,2.239,3.163,3.105,3.017
796,1046-47,1,True,False,2.662,2.503,3.199,3.24,3.223,3.829
797,1046-47,1,True,False,2.977,2.891,2.722,2.817,3.225,4.374
798,1046-47,1,True,False,2.451,1.967,3.441,3.109,3.709,2.946
799,1046-47,1,True,False,3.304,2.852,2.929,3.109,3.675,3.329
800,1046-47,1,True,False,2.77,2.466,3.971,2.939,3.181,3.152
801,1046-47,1,True,False,2.92,3.049,3.15,3.235,2.485,4.208
802,1046-47,1,True,False,3.227,2.542,2.944,2.864,3.703,2.789
803,1046-47,1,True,False,2.852,2.922,3.007,3.618,2.944,2.73
804,1046-47,1,True,False,2.52,2.617,2.576,2.929,2.638,2.81
805,1046-47,1,True,False,3.197,3.121,2.711,2.498,3.211,3.305
