student_id,academic_year_graduated,programme_code,degree_classification,degree_weighted_avg
11542,1050-51,2_2_5,2:1,60.8
11548,1050-51,1_1_1,First,72.8
11560,1050-51,2_2_4,2:1,66.4
11562,1050-51,2_1_1,2:2,59.2
11574,1050-51,4_2_12,2:2,50.3
11579,1050-51,2_2_3,First,70.5
11580,1050-51,2_2_4,2:1,63.8
11581,1050-51,2_3_7,2:1,68.8
11586,1050-51,2_2_5,2:2,51.5
11587,1050-51,3_1_1,2:2,58.8
11593,1050-51,2_4_10,2:1,66.8
11595,1050-51,1_1_5,2:2,55.7
11599,1050-51,1_1_4,2:2,57.9
11601,1050-51,2_3_9,2:1,64.8
11603,1050-51,2_1_1,Third,48.4
11610,1050-51,2_2_4,First,71.0
11611,1050-51,2_2_5,First,73.6
11618,1050-51,4_2_12,2:2,54.5
11623,1050-51,1_1_3,2:2,54.7
11628,1050-51,2_4_10,2:1,62.5
11633,1050-51,2_2_4,2:2,59.2
11635,1050-51,3_1_1,2:1,65.8
11636,1050-51,3_2_2,2:2,59.3
11646,1050-51,2_4_11,Third,46.2
11648,1050-51,1_1_1,2:1,63.9
11649,1050-51,2_2_3,2:2,56.9
11658,1050-51,2_2_2,2:2,57.6
11663,1050-51,3_2_2,2:2,50.4
11668,1050-51,4_2_12,First,70.2
11670,1050-51,1_2_1,2:1,63.9
11679,1050-51,2_2_3,2:2,58.2
11682,1050-51,2_3_8,First,71.2
11687,1050-51,1_1_3,Third,44.5
11703,1050-51,2_3_8,2:1,64.8
11709,1050-51,3_2_2,2:2,58.9
11711,1050-51,2_3_8,2:1,67.3
11720,1050-51,2_3_7,2:2,54.0
11721,1050-51,1_1_2,2:2,57.9
11722,1050-51,3_1_1,Third,49.1
11724,1050-51,2_4_12,2:1,60.4
11727,1050-51,1_1_3,2:1,68.8
11728,1050-51,2_3_8,2:1,64.8
11738,1050-51,1_1_3,2:2,50.2
11740,1050-51,1_2_1,2:2,51.3
11743,1050-51,2_3_7,2:2,56.4
11744,1050-51,2_4_11,2:1,68.5
11746,1050-51,1_1_1,2:1,63.2
11747,1050-51,2_2_2,Third,44.5
11748,1050-51,2_4_10,2:2,58.6
11757,1050-51,4_2_12,2:1,62.4
11773,1050-51,2_4_12,2:1,61.3
11781,1050-51,2_2_5,First,73.1
11783,1050-51,2_3_9,First,70.4
11790,1050-51,2_2_2,2:2,54.2
11792,1050-51,2_3_8,2:2,50.8
11798,1050-51,2_2_6,2:2,54.8
11803,1050-51,1_1_3,2:1,68.4
11810,1050-51,2_3_8,2:2,51.0
11819,1050-51,2_3_8,2:2,56.2
11823,1050-51,2_2_5,2:1,61.2
11830,1050-51,2_4_10,2:2,53.0
11838,1050-51,1_2_1,First,70.6
11848,1050-51,3_2_2,2:1,64.3
11850,1050-51,2_3_8,2:1,68.3
11856,1050-51,2_3_7,2:1,63.7
11858,1050-51,2_2_4,2:2,53.8
11859,1050-51,2_4_12,2:2,52.5
11860,1050-51,2_1_1,2:2,59.2
11862,1050-51,2_2_5,2:2,51.5
11874,1050-51,1_2_1,2:2,55.8
11879,1050-51,2_2_5,2:2,59.9
11887,1050-51,1_1_2,2:1,69.8
11895,1050-51,2_1_1,2:1,64.2
11898,1050-51,1_1_2,2:2,55.7
11904,1050-51,1_1_5,First,79.2
11907,1050-51,3_2_2,2:2,54.4
11912,1050-51,2_3_8,2:2,51.0
11914,1050-51,3_2_2,2:1,63.5
11925,1050-51,2_2_2,2:2,56.5
11933,1050-51,2_2_6,2:2,58.7
11939,1050-51,1_1_1,2:2,50.7
11949,1050-51,1_1_3,2:1,69.1
11958,1050-51,1_1_2,2:1,66.8
11966,1050-51,1_1_3,2:2,59.9
11987,1050-51,2_2_6,2:2,51.6
11993,1050-51,2_1_1,2:2,52.1
11995,1050-51,1_1_4,2:2,59.8
11996,1050-51,2_3_8,Third,47.5
12005,1050-51,2_4_12,Third,45.4
12009,1050-51,2_4_10,2:1,67.8
12018,1050-51,1_1_3,2:1,63.9
12023,1050-51,2_2_2,2:2,55.6
12026,1050-51,2_2_3,2:2,58.9
12035,1050-51,1_1_4,2:1,69.1
12036,1050-51,4_2_12,First,89.0
12044,1050-51,1_1_3,First,73.5
12051,1050-51,1_2_1,2:1,60.4
12053,1050-51,1_1_2,2:1,63.5
12059,1050-51,2_2_3,First,71.6
12060,1050-51,2_3_7,2:2,58.1
12064,1050-51,2_2_2,2:2,57.0
12065,1050-51,2_4_10,2:2,58.4
12069,1050-51,2_2_4,2:2,52.5
12071,1050-51,2_4_12,2:2,59.8
12072,1050-51,2_4_10,2:1,66.4
12078,1050-51,2_2_2,2:1,64.0
12080,1050-51,2_3_8,2:2,53.1
12081,1050-51,2_2_4,2:2,55.6
12086,1050-51,2_2_4,First,72.0
12090,1050-51,2_3_8,2:2,59.7
12108,1050-51,2_2_6,2:2,56.2
12111,1050-51,2_3_8,2:1,62.6
12116,1050-51,2_3_9,First,73.8
12118,1050-51,1_1_1,2:1,69.7
12120,1050-51,2_3_7,2:2,56.6
12123,1050-51,4_2_12,2:2,54.8
12124,1050-51,4_2_12,2:2,57.0
12125,1050-51,2_2_6,2:1,62.0
12127,1050-51,2_3_8,2:2,59.2
12129,1050-51,3_2_2,2:2,57.2
12133,1050-51,2_2_3,2:1,63.0
12135,1050-51,2_2_5,First,72.4
12144,1050-51,1_2_1,2:1,63.5
12148,1050-51,2_3_9,Third,48.8
12153,1050-51,4_2_12,2:1,67.5
12154,1050-51,1_1_4,2:1,66.5
12162,1050-51,2_1_1,2:2,51.9
12165,1050-51,2_3_7,2:2,54.2
12173,1050-51,2_2_4,2:2,57.3
12176,1050-51,1_1_1,2:1,64.9
12179,1050-51,2_3_8,2:2,58.0
12180,1050-51,1_1_1,2:1,63.0
12183,1050-51,2_2_4,2:1,67.1
12185,1050-51,2_3_8,2:1,60.8
12186,1050-51,2_2_4,2:1,65.1
12190,1050-51,1_2_1,2:2,56.8
12201,1050-51,3_2_2,2:2,52.4
12209,1050-51,2_4_11,Third,49.1
12211,1050-51,2_2_4,Third,47.1
12214,1050-51,2_2_6,2:2,54.5
12216,1050-51,2_4_12,2:1,60.5
12220,1050-51,2_3_9,2:1,68.8
12221,1050-51,3_1_1,2:1,67.8
12227,1050-51,2_2_5,2:2,52.4
12230,1050-51,2_4_12,2:1,66.5
12235,1050-51,2_2_6,Third,49.5
12236,1050-51,2_2_6,First,73.4
12241,1050-51,2_2_6,2:2,52.1
12244,1050-51,1_2_1,2:1,65.7
12254,1050-51,1_2_1,2:2,51.5
12265,1050-51,2_4_12,2:2,51.4
12272,1050-51,2_1_1,2:1,62.6
12273,1050-51,2_2_3,First,72.8
12275,1050-51,4_2_12,2:2,52.7
12276,1050-51,2_3_8,First,70.9
12277,1050-51,4_2_12,2:1,65.0
12281,1050-51,4_2_12,2:2,50.3
12283,1050-51,2_3_7,2:2,52.5
12287,1050-51,3_1_1,First,71.3
12300,1050-51,3_2_2,2:1,62.5
12312,1050-51,1_1_4,2:1,60.5
12313,1050-51,2_3_7,First,70.5
12314,1050-51,2_3_9,2:1,61.2
12321,1050-51,1_1_1,2:2,57.4
12324,1050-51,2_2_3,2:2,57.7
12336,1050-51,2_2_2,2:1,68.5
12337,1050-51,2_3_9,2:2,54.0
12343,1050-51,2_2_3,2:2,51.0
12347,1050-51,1_1_2,Third,47.2
12350,1050-51,1_1_3,Third,49.0
12352,1050-51,2_3_8,2:1,62.2
12358,1050-51,2_3_8,2:2,57.1
12374,1050-51,2_4_10,2:1,63.2
12375,1050-51,2_2_5,2:1,68.9
12376,1050-51,3_2_2,2:2,54.3
12379,1050-51,3_2_2,2:1,65.3
12391,1050-51,1_1_1,2:1,60.6
12394,1050-51,4_2_12,First,71.6
12400,1050-51,2_2_2,Third,48.1
12403,1050-51,4_2_12,First,72.6
12412,1050-51,2_4_10,2:2,52.2
12418,1050-51,2_4_11,2:1,66.8
12427,1050-51,2_4_12,2:2,55.9
12431,1050-51,2_1_1,2:1,60.5
12436,1050-51,2_2_5,2:2,51.4
12450,1050-51,2_2_2,2:2,59.8
12452,1050-51,1_1_1,2:1,62.5
12458,1050-51,2_2_3,2:2,52.5
12460,1050-51,1_2_1,Third,47.1
12463,1050-51,2_4_12,2:1,61.2
12464,1050-51,4_2_12,2:2,53.9
12470,1050-51,2_4_11,First,70.4
12473,1050-51,1_1_3,2:1,60.3
12479,1050-51,2_3_8,2:1,69.2
12481,1050-51,2_2_2,2:2,60.0
12482,1050-51,2_2_3,2:1,67.0
12489,1050-51,2_2_4,2:2,56.7
12495,1050-51,2_4_12,2:1,63.2
12502,1050-51,3_1_1,First,71.8
12505,1050-51,2_4_10,2:1,61.1
12507,1050-51,1_1_4,2:2,53.7
12516,1050-51,2_4_10,2:1,68.9
12526,1050-51,2_2_5,2:2,56.8
12527,1050-51,2_2_5,2:1,66.8
12528,1050-51,3_2_2,2:1,63.8
12529,1050-51,2_2_4,Third,49.2
12543,1050-51,3_1_1,2:2,53.6
12547,1050-51,1_1_4,2:1,67.7
12552,1050-51,1_1_3,Third,48.2
12558,1050-51,1_2_1,2:1,60.2
12559,1050-51,1_1_4,2:1,66.4
12561,1050-51,2_4_12,2:1,63.0
12567,1050-51,2_2_2,2:1,66.9
12569,1050-51,4_2_12,First,72.3
12570,1050-51,3_2_2,2:1,65.5
12575,1050-51,1_1_1,2:1,66.9
12577,1050-51,1_1_3,2:1,65.3
12583,1050-51,2_3_7,Third,46.3
12585,1050-51,1_2_1,2:1,66.8
12589,1050-51,2_4_12,2:2,57.6
12593,1050-51,4_2_12,Third,44.5
12595,1050-51,1_2_1,2:2,53.5
12601,1050-51,1_1_2,2:2,52.0
12603,1050-51,2_2_4,2:1,62.1
12609,1050-51,1_2_1,First,74.4
12610,1050-51,2_4_11,2:1,65.5
12612,1050-51,1_1_2,2:2,56.4
12614,1050-51,4_2_12,2:2,55.6
12617,1050-51,1_1_2,2:1,62.6
12621,1050-51,2_3_9,2:1,68.3
12622,1050-51,2_4_12,2:2,58.3
12624,1050-51,2_3_8,2:2,55.3
12632,1050-51,1_2_1,2:2,58.9
12634,1050-51,2_2_3,2:1,63.3
12637,1050-51,2_1_1,First,70.5
12643,1050-51,2_1_1,2:1,69.6
12652,1050-51,1_2_1,2:1,69.7
12655,1050-51,2_4_11,2:2,56.7
12664,1050-51,2_3_8,First,75.0
12676,1050-51,2_2_4,Third,48.7
12677,1050-51,2_1_1,2:2,55.1
12685,1050-51,2_3_8,First,70.0
12693,1050-51,2_4_10,2:2,56.8
12697,1050-51,2_2_4,2:2,51.1
12707,1050-51,1_1_5,2:1,65.9
12708,1050-51,2_4_10,2:1,60.5
12723,1050-51,3_1_1,Third,46.2
12729,1050-51,2_2_2,2:1,60.6
12732,1050-51,3_1_1,2:2,54.7
12734,1050-51,1_1_1,Third,48.1
12735,1050-51,2_2_6,Third,46.8
12746,1050-51,1_2_1,2:2,59.3
12758,1050-51,1_2_1,Third,49.0
12759,1050-51,3_2_2,2:2,57.1
12760,1050-51,1_1_1,2:1,61.3
12765,1050-51,2_3_8,2:2,57.8
12769,1050-51,2_2_2,Third,48.0
12773,1050-51,1_1_5,2:2,52.0
12775,1050-51,2_2_4,2:2,54.0
12777,1050-51,3_2_2,2:1,64.0
12785,1050-51,1_1_4,2:1,66.0
12786,1050-51,2_1_1,2:1,60.8
12791,1050-51,1_1_3,Third,47.2
12792,1050-51,2_2_4,2:1,63.7
12795,1050-51,1_1_3,2:1,61.5
12796,1050-51,4_2_12,2:1,65.5
12797,1050-51,2_4_12,2:2,59.3
12798,1050-51,2_3_8,2:1,63.9
12802,1050-51,2_2_2,2:1,68.2
12805,1050-51,2_3_7,2:1,61.9
12808,1050-51,2_4_10,2:2,54.7
12821,1050-51,1_1_2,2:1,61.0
12826,1050-51,2_2_5,2:1,63.5
12828,1050-51,1_1_5,2:2,56.6
12829,1050-51,2_2_3,2:1,69.7
12831,1050-51,2_1_1,2:2,56.0
12843,1050-51,2_2_6,2:1,63.7
12844,1050-51,1_1_1,First,70.8
12860,1050-51,2_2_2,2:2,59.8
12865,1050-51,2_2_4,First,72.7
12866,1050-51,4_2_12,2:2,56.9
12875,1050-51,2_2_5,2:1,61.4
12876,1050-51,1_1_5,2:2,53.2
12883,1050-51,2_2_2,Third,47.2
12884,1050-51,2_3_7,2:1,64.5
12886,1050-51,2_1_1,2:2,51.9
12887,1050-51,2_3_8,2:2,53.9
12888,1050-51,2_2_6,First,71.2
12892,1050-51,2_3_7,First,75.1
12898,1050-51,1_1_2,2:1,67.0
12914,1050-51,1_2_1,2:1,67.5
12915,1050-51,2_1_1,2:1,69.8
12918,1050-51,2_3_9,2:2,59.5
12922,1050-51,1_1_5,2:2,60.0
12928,1050-51,2_3_7,2:1,62.6
12929,1050-51,3_1_1,2:2,56.5
12933,1050-51,1_1_3,2:1,69.5
12936,1050-51,2_2_6,2:1,67.3
12938,1050-51,2_3_7,2:2,53.1
12941,1050-51,2_3_9,Third,47.2
12950,1050-51,3_2_2,2:1,67.7
12951,1050-51,2_2_2,2:2,55.1
12961,1050-51,2_2_3,2:1,68.7
12971,1050-51,2_2_3,First,71.8
12973,1050-51,2_4_12,2:1,62.6
12982,1050-51,4_2_12,First,71.7
12990,1050-51,2_2_2,2:1,62.2
12991,1050-51,1_1_1,2:2,52.7
12999,1050-51,1_1_1,2:1,65.7
13000,1050-51,2_4_12,2:1,61.8
13004,1050-51,2_4_11,2:1,64.5
13008,1050-51,2_2_3,2:2,59.0
13009,1050-51,2_2_2,2:2,57.7
13050,1050-51,1_1_1,Third,49.2
13055,1050-51,1_1_2,2:1,64.3
13062,1050-51,1_1_1,2:2,55.7
13064,1050-51,2_2_5,2:2,59.7
13068,1050-51,2_4_12,2:2,52.3
13071,1050-51,2_3_7,2:2,53.2
1308,1050-51,1_1_4,Third,48.7
13083,1050-51,3_2_2,2:1,61.2
13087,1050-51,1_1_4,2:1,69.5
13095,1050-51,2_2_5,Third,48.3
13096,1050-51,1_1_3,2:2,55.0
13097,1050-51,1_1_4,2:1,61.8
13100,1050-51,1_1_3,2:1,65.4
13106,1050-51,3_1_1,2:1,65.2
13110,1050-51,2_2_4,2:2,52.6
13117,1050-51,4_2_12,Third,43.3
13119,1050-51,2_2_6,2:1,66.7
13120,1050-51,4_2_12,First,74.1
13122,1050-51,2_1_1,2:2,59.3
13124,1050-51,2_2_5,2:1,60.0
13138,1050-51,2_4_10,2:1,63.0
13139,1050-51,2_3_8,2:1,68.6
13146,1050-51,2_2_6,2:1,64.0
13148,1050-51,2_3_8,2:1,60.7
13151,1050-51,2_3_9,2:1,63.6
13153,1050-51,4_2_12,2:2,55.0
13162,1050-51,2_3_7,2:2,56.1
13167,1050-51,2_2_4,2:2,56.9
13178,1050-51,1_1_4,2:1,61.1
13179,1050-51,4_2_12,2:2,58.6
13185,1050-51,2_2_4,2:2,59.5
13189,1050-51,2_2_4,2:1,68.1
13194,1050-51,4_2_12,2:2,50.7
13195,1050-51,2_4_10,2:2,53.6
13196,1050-51,4_2_12,2:2,56.0
13204,1050-51,2_3_9,2:2,55.3
13208,1050-51,1_2_1,First,71.3
13212,1050-51,2_2_2,First,74.8
13214,1050-51,2_2_4,2:1,64.0
13221,1050-51,4_2_12,2:2,50.9
13224,1050-51,1_1_2,2:1,66.6
13228,1050-51,2_2_4,2:2,52.5
13230,1050-51,2_2_6,2:2,59.4
13234,1050-51,2_2_6,First,71.1
13240,1050-51,4_2_12,Third,42.2
13249,1050-51,2_3_9,2:1,64.2
13258,1050-51,2_3_8,First,71.4
13270,1050-51,2_3_8,2:2,59.5
13287,1050-51,1_1_4,2:1,61.3
13293,1050-51,4_2_12,Third,41.8
13295,1050-51,1_1_2,2:1,62.5
13296,1050-51,2_4_10,2:2,56.8
13301,1050-51,3_2_2,2:1,66.1
13302,1050-51,2_2_4,2:1,66.3
13308,1050-51,2_2_4,2:2,55.9
13309,1050-51,1_2_1,2:1,68.8
13311,1050-51,2_3_9,2:2,55.4
13313,1050-51,2_3_9,2:2,57.7
13314,1050-51,2_1_1,2:1,65.3
13315,1050-51,2_1_1,2:2,55.6
13316,1050-51,1_1_2,2:2,54.2
13318,1050-51,1_1_5,2:1,68.7
13319,1050-51,3_2_2,2:2,58.1
13333,1050-51,2_2_6,2:1,69.3
13343,1050-51,2_1_1,2:1,68.6
13349,1050-51,1_1_1,2:1,65.1
13353,1050-51,2_4_12,2:2,54.2
13356,1050-51,2_2_3,2:2,52.6
13360,1050-51,2_2_5,2:1,67.1
13367,1050-51,2_2_5,2:1,60.5
13374,1050-51,2_2_4,2:1,64.2
13383,1050-51,1_1_3,2:2,58.1
13384,1050-51,2_4_10,2:1,64.7
13388,1050-51,2_2_6,Third,47.0
13390,1050-51,1_1_3,2:2,53.1
13394,1050-51,2_4_11,2:1,63.0
13395,1050-51,3_1_1,2:2,50.8
13401,1050-51,2_1_1,2:1,63.0
13402,1050-51,2_3_9,2:2,58.6
13412,1050-51,1_1_2,2:2,52.1
13416,1050-51,1_1_1,2:1,69.4
13420,1050-51,2_1_1,2:1,61.0
13450,1050-51,2_2_4,2:1,67.8
13453,1050-51,2_4_11,2:2,59.8
13454,1050-51,2_4_12,2:2,53.2
13460,1050-51,2_3_9,2:2,51.3
13465,1050-51,2_4_12,Third,44.3
13470,1050-51,2_1_1,2:2,55.9
13475,1050-51,4_2_12,First,93.5
13481,1050-51,2_3_7,2:1,67.5
13493,1050-51,2_3_9,2:1,61.0
13497,1050-51,3_2_2,2:1,62.5
13501,1050-51,3_2_2,2:1,62.7
13512,1050-51,2_3_7,2:1,60.6
13513,1050-51,2_2_2,2:2,55.0
13518,1050-51,3_1_1,2:2,59.6
13521,1050-51,2_1_1,2:1,61.6
13527,1050-51,2_2_4,2:2,59.6
13530,1050-51,2_4_12,2:1,65.7
13543,1050-51,2_1_1,2:2,52.1
13544,1050-51,2_3_8,Third,44.0
13553,1050-51,2_1_1,2:1,61.4
13560,1050-51,4_2_12,First,78.6
13567,1050-51,1_1_3,2:1,60.2
13570,1050-51,2_2_4,2:2,55.6
13574,1050-51,2_2_3,First,71.0
13576,1050-51,2_3_7,2:2,55.8
13590,1050-51,3_1_1,2:2,58.1
13593,1050-51,1_1_5,2:2,57.8
13594,1050-51,2_4_11,2:2,53.8
13597,1050-51,2_3_7,2:1,64.5
1360,1050-51,2_1_1,Third,49.4
13605,1050-51,2_2_5,2:1,62.3
13606,1050-51,1_1_1,2:2,53.4
13618,1050-51,1_1_3,2:2,54.7
13619,1050-51,3_2_2,2:1,66.8
13627,1050-51,3_2_2,2:2,53.4
13628,1050-51,2_2_4,2:1,61.1
13629,1050-51,2_4_12,2:1,66.3
13631,1050-51,2_3_8,First,74.8
13634,1050-51,2_3_7,Third,49.1
13637,1050-51,2_3_8,2:2,56.1
13641,1050-51,1_1_4,2:1,61.1
13652,1050-51,4_2_12,Third,43.9
13655,1050-51,2_2_3,First,81.2
13657,1050-51,2_1_1,2:1,60.0
13658,1050-51,2_3_8,2:2,58.4
13659,1050-51,3_2_2,2:1,67.9
13662,1050-51,2_3_9,Third,49.9
13664,1050-51,2_2_2,2:2,56.3
13675,1050-51,2_2_3,2:2,59.6
13677,1050-51,4_2_12,2:1,68.8
13679,1050-51,4_2_12,2:2,57.1
13681,1050-51,4_2_12,2:1,69.1
13683,1050-51,4_2_12,2:2,56.7
13688,1050-51,2_4_10,2:2,50.9
13690,1050-51,1_1_5,2:1,67.8
13699,1050-51,2_2_2,2:2,51.1
13705,1050-51,2_3_8,2:1,68.0
13712,1050-51,2_3_8,2:2,56.4
13720,1050-51,1_1_1,2:1,62.0
13721,1050-51,4_2_12,2:2,59.6
13722,1050-51,3_1_1,2:2,60.0
13728,1050-51,2_3_7,2:2,58.3
13738,1050-51,2_2_3,2:1,67.8
13740,1050-51,1_1_1,2:1,65.8
13745,1050-51,2_2_2,2:1,69.9
13746,1050-51,2_2_5,First,70.2
13748,1050-51,2_2_6,2:2,57.4
13749,1050-51,2_3_7,2:1,60.0
13756,1050-51,4_2_12,First,77.6
13759,1050-51,1_1_1,2:1,67.2
13764,1050-51,1_1_3,2:1,62.1
13776,1050-51,2_3_7,First,70.4
13777,1050-51,2_2_2,2:2,60.0
13779,1050-51,2_2_2,2:2,59.9
13782,1050-51,2_2_6,2:1,66.2
13783,1050-51,2_2_3,2:2,54.5
13790,1050-51,1_1_2,2:1,64.2
13795,1050-51,2_3_8,2:2,58.1
13809,1050-51,2_2_5,First,71.2
13825,1050-51,2_4_10,2:2,58.7
13840,1050-51,2_1_1,2:2,52.4
13844,1050-51,2_3_7,First,72.3
13854,1050-51,2_2_2,2:2,50.5
13855,1050-51,2_4_12,2:2,56.6
13861,1050-51,2_1_1,2:1,60.7
13862,1050-51,2_3_7,Third,47.2
13864,1050-51,2_4_12,2:1,62.2
13865,1050-51,4_2_12,Third,46.0
13870,1050-51,3_2_2,Third,47.2
13875,1050-51,4_2_12,2:2,58.5
13877,1050-51,2_2_2,2:2,56.0
13884,1050-51,2_2_5,2:2,59.0
13896,1050-51,2_2_2,2:2,52.4
13897,1050-51,2_4_10,2:1,62.8
13899,1050-51,2_2_3,First,74.7
1390,1050-51,2_2_3,Third,45.3
13903,1050-51,2_4_12,First,71.9
13904,1050-51,2_2_3,First,71.5
13906,1050-51,2_2_5,2:2,53.9
13911,1050-51,1_1_5,2:1,69.5
13912,1050-51,2_2_4,2:1,62.7
13913,1050-51,1_1_3,2:1,60.1
13916,1050-51,4_2_12,Third,44.3
13919,1050-51,2_1_1,2:2,59.1
13922,1050-51,2_2_6,2:2,53.5
13940,1050-51,2_4_10,2:2,51.4
13948,1050-51,2_4_12,2:2,56.7
13949,1050-51,1_1_2,2:1,64.8
13954,1050-51,1_2_1,2:1,66.6
13963,1050-51,2_4_10,2:1,63.1
13966,1050-51,2_3_9,2:1,64.7
13967,1050-51,2_3_8,2:2,55.6
13970,1050-51,2_3_9,2:1,66.6
13974,1050-51,1_1_2,2:2,58.9
13979,1050-51,2_4_12,2:2,57.2
13981,1050-51,2_3_8,2:1,62.2
13996,1050-51,4_2_12,2:1,65.0
14005,1050-51,1_1_2,2:2,58.8
14017,1050-51,1_1_3,2:1,66.5
14032,1050-51,2_1_1,2:2,57.5
14041,1050-51,2_3_9,2:1,62.8
14042,1050-51,2_4_12,2:1,62.2
14043,1050-51,1_1_2,2:2,52.0
14044,1050-51,3_1_1,2:2,54.0
14045,1050-51,3_2_2,First,74.6
14051,1050-51,4_2_12,2:1,60.1
14056,1050-51,2_2_5,2:2,53.1
14059,1050-51,2_1_1,2:1,62.9
14060,1050-51,2_2_5,2:1,61.3
14061,1050-51,2_2_3,2:1,60.3
14064,1050-51,2_1_1,2:2,58.3
14071,1050-51,1_1_4,2:2,56.5
14072,1050-51,2_3_9,2:2,59.4
14079,1050-51,2_2_2,2:1,62.6
14081,1050-51,1_1_4,2:1,69.5
14085,1050-51,2_2_4,2:2,59.8
14086,1050-51,2_4_12,2:2,55.2
14087,1050-51,4_2_12,2:1,65.9
14095,1050-51,2_4_11,2:2,52.4
14097,1050-51,1_2_1,2:2,52.9
14100,1050-51,2_2_2,2:2,54.5
14105,1050-51,2_2_2,2:2,52.7
14117,1050-51,2_2_3,Third,47.9
14118,1050-51,4_2_12,Third,45.1
14120,1050-51,4_2_12,2:1,69.4
14131,1050-51,2_4_12,2:2,55.7
14137,1050-51,2_1_1,2:2,53.1
14153,1050-51,2_1_1,2:2,55.9
14154,1050-51,4_2_12,First,70.7
14157,1050-51,2_4_12,First,71.9
14162,1050-51,4_2_12,First,70.5
14163,1050-51,3_1_1,2:2,50.2
14165,1050-51,4_2_12,First,87.7
14170,1050-51,2_2_6,2:2,56.3
14175,1050-51,2_4_12,2:2,54.0
14180,1050-51,2_4_10,2:1,64.0
14181,1050-51,3_2_2,2:2,59.8
14188,1050-51,2_2_6,2:1,65.3
14192,1050-51,4_2_12,2:1,65.1
14199,1050-51,1_1_2,First,70.6
14214,1050-51,2_2_2,2:1,63.2
14218,1050-51,4_2_12,2:2,50.3
14220,1050-51,1_1_2,2:2,50.6
14222,1050-51,2_2_2,2:2,59.4
14223,1050-51,2_2_5,2:1,68.1
14228,1050-51,2_2_3,2:1,68.9
14231,1050-51,2_3_7,Third,48.6
14249,1050-51,4_2_12,2:1,62.4
14262,1050-51,2_2_2,2:1,66.4
14263,1050-51,2_3_8,2:2,54.0
14270,1050-51,3_2_2,2:1,65.4
14271,1050-51,4_2_12,First,70.8
14273,1050-51,1_1_3,2:2,55.8
14286,1050-51,2_4_10,2:1,65.3
14291,1050-51,2_4_12,2:1,68.7
14301,1050-51,3_2_2,2:2,55.5
14304,1050-51,1_1_4,2:1,63.8
14310,1050-51,1_2_1,2:2,54.3
14311,1050-51,2_3_8,2:1,62.5
14314,1050-51,1_1_2,2:2,51.2
14323,1050-51,1_2_1,2:2,50.1
14325,1050-51,3_2_2,2:1,61.2
14327,1050-51,2_3_9,2:1,63.9
14332,1050-51,2_4_12,2:1,60.7
14338,1050-51,1_1_2,2:2,58.2
14340,1050-51,2_3_8,2:1,66.9
14341,1050-51,2_1_1,2:2,54.9
14352,1050-51,2_2_3,Third,48.5
14364,1050-51,2_4_12,2:2,57.7
14374,1050-51,3_1_1,2:1,62.5
14380,1050-51,1_1_4,2:1,65.7
14381,1050-51,2_2_4,2:1,63.3
14391,1050-51,2_1_1,2:1,65.8
14392,1050-51,2_4_12,2:1,65.9
14400,1050-51,2_3_9,2:1,68.5
14406,1050-51,2_3_9,2:2,57.2
14408,1050-51,1_2_1,2:2,57.1
14410,1050-51,2_4_11,2:2,57.9
14411,1050-51,2_1_1,2:2,52.4
14413,1050-51,2_1_1,2:1,60.8
14415,1050-51,2_3_8,2:1,61.5
14418,1050-51,2_4_12,2:2,55.2
14422,1050-51,2_4_11,2:2,58.7
14423,1050-51,2_2_5,2:1,62.5
14424,1050-51,2_3_8,2:2,59.0
14426,1050-51,2_4_10,2:2,51.2
14430,1050-51,2_2_4,2:2,55.6
14431,1050-51,2_4_12,First,71.7
14432,1050-51,2_2_4,Third,49.5
14447,1050-51,2_3_8,First,70.4
14449,1050-51,2_4_12,Third,48.1
14452,1050-51,2_3_8,2:1,62.9
14463,1050-51,2_2_6,2:2,57.0
14465,1050-51,1_1_4,2:2,54.6
14469,1050-51,2_2_2,Third,48.0
14470,1050-51,2_2_4,2:1,66.1
14472,1050-51,1_1_5,2:1,62.4
14475,1050-51,2_3_7,2:2,58.5
14480,1050-51,2_4_10,2:2,51.1
14483,1050-51,2_2_4,2:1,66.8
14486,1050-51,1_1_4,2:2,52.3
14489,1050-51,2_2_3,First,71.8
14494,1050-51,1_1_3,2:2,55.5
14498,1050-51,2_1_1,2:2,53.6
14509,1050-51,1_1_2,2:1,69.7
14513,1050-51,2_2_3,2:2,59.2
14520,1050-51,1_1_3,2:1,69.8
14525,1050-51,1_1_5,2:1,62.0
14536,1050-51,2_2_3,2:2,55.9
14546,1050-51,4_2_12,Third,48.4
14560,1050-51,2_1_1,2:2,59.0
14568,1050-51,3_1_1,2:2,56.3
14571,1050-51,4_2_12,Third,42.4
14576,1050-51,2_4_10,2:2,55.8
14577,1050-51,1_1_4,2:1,60.5
14583,1050-51,2_4_12,2:1,64.2
14587,1050-51,2_3_8,2:1,69.7
14599,1050-51,2_2_2,2:1,61.6
14601,1050-51,4_2_12,2:2,55.8
14605,1050-51,1_1_2,2:2,54.2
14609,1050-51,1_1_4,2:2,58.8
14615,1050-51,1_1_3,2:2,56.2
14631,1050-51,1_2_1,2:1,64.5
14636,1050-51,2_4_12,First,75.0
14638,1050-51,2_2_6,2:1,63.9
14642,1050-51,2_3_8,2:2,56.2
14643,1050-51,2_1_1,2:1,60.4
14646,1050-51,2_1_1,2:2,56.4
